Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name,clean_text
20671637,Road Maintenance(Engg),Road side drains,2025-02-14 12:53:00.000000000,Hoodi,Closed,It will resolve soon,Shaik Moyaddin/AE,road side drain
20671636,Others,Others,2025-02-14 12:51:00.000000000,Jayamahal,Registered,Forwarded Task for ward engineer asper cc order dated 18 October 2024,BBMP Whatsapp/Customer Support Representative,others
20671635,Electrical,Street Light Not Working,2025-02-14 12:51:00.000000000,Radhakrishna Temple,Closed,Attended,Sandeep Singh/AEE,street light working
20671634,Others,Others,2025-02-14 12:50:00.000000000,Radhakrishna Temple,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative,others
20671633,Estate,Violation of rules by property Leasers,2025-02-14 12:49:00.000000000,Jnanabharathi Ward,Registered,1st Assignment Based on Ward Mapping,Prasanna Kumar/ARO,violation rule property leasers
20671632,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 12:49:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI,garbage dump
20671631,E khata / Khata services,Other Khata / ekhata issues,2025-02-14 12:49:00.000000000,Doddanekkundi,Closed,Clear the quires and asked to submit the documents,Sridhar/ARO,khata ekhata issue
20671630,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 12:48:00.000000000,Manorayanapalya,Closed,Cleared,Nagendra/JHI,garbage vehicle arrived
20671629,Forest,obstructions Branches / Trees.,2025-02-14 12:47:00.000000000,K.R.Puram,Closed,ದೂರನ್ನು ನಿರ್ವಹಿಸಲಾಗಿದೆ,Sudharshan/DYRFO,obstruction branch tree
20671628,Road Infrastructure,Road Infrastructure,2025-02-14 12:47:00.000000000,Banaswadi,Closed,Attended,Naveen.G/AE,road infrastructure
20671627,E khata / Khata services,Ekhata - name correction,2025-02-14 12:46:00.000000000,Jakkur,Closed,"Please Contact the Case Worker in ARO Office, Thanisandra and Submit the relevant documents to resolve the issue in e katha",ARO ward 5 and 6/ARO,ekhata name correction
20671626,E khata / Khata services,Ekhata - name correction,2025-02-14 12:44:00.000000000,Jakkur,Closed,"Please Contact the Case Worker in ARO Office, Thanisandra and Submit the relevant documents to resolve the issue in e katha",ARO ward 5 and 6/ARO,ekhata name correction
20671625,E khata / Khata services,Ekhata - name correction,2025-02-14 12:44:00.000000000,Jakkur,Closed,"Please Contact the Case Worker in ARO Office, Thanisandra and Submit the relevant documents to resolve the issue in e katha",ARO ward 5 and 6/ARO,ekhata name correction
20671624,Electrical,Street Light Not Working,2025-02-14 12:44:00.000000000,Rajarajeshwari Nagar,Closed,Attended,gavisiddaiah/AEE,street light working
20671623,veterinary,Stray cattle related complaints,2025-02-14 12:43:00.000000000,Jnanabharathi Ward,Closed,Attended,Uma V.H/VI,stray cattle related complaint
20671622,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-14 12:43:00.000000000,Padmanabha Nagar,Closed,Clear,Chandan/JHI,garbage dumping vacant site
20671621,Road Maintenance(Engg),Road side drains,2025-02-14 12:42:00.000000000,Kottigepalya,Closed,Cleared,Prajwal/AE,road side drain
20671620,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 12:41:00.000000000,Arakere,Non Relevant,NON RELEVANT,BBMP Whatsapp/Customer Support Representative,debris removal construction material
20671619,veterinary,Stray dog related complaints,2025-02-14 12:40:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671618,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 12:36:00.000000000,Byrasandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,debris removal construction material
20671617,Electrical,Street Light Not Working,2025-02-14 12:35:00.000000000,Jayanagar East,Closed,ATTENDED,Umesh/AEE,street light working
20671616,Road Maintenance(Engg),Potholes,2025-02-14 12:34:00.000000000,Rajarajeshwari Nagar,Closed,Resolved,Siddaramaiah/AE,pothole
20671615,Road Maintenance(Engg),Potholes,2025-02-14 12:33:00.000000000,Yelachenahalli,Closed,Resolved,ROHIT T/AEE,pothole
20671614,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 12:32:00.000000000,Yelachenahalli,Closed,Clear,Santhos/JHI,garbage vehicle arrived
20671613,E khata / Khata services,Ekhata missing in online,2025-02-14 12:32:00.000000000,Begur,Closed,Yes,Narasimhulu/ARO,ekhata missing online
20671612,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2025-02-14 12:29:00.000000000,Chokkasandra,Closed,The data entry process for this property and is available in citizen login pending list,MAHADEVAPPA/ARO,khata service registration transfer bifurcation amalgamation
20671611,Electrical,Street Light Not Working,2025-02-14 12:29:00.000000000,Basavanapura,Closed,Attended,Sachin Malagi/AE,street light working
20671610,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 12:26:00.000000000,Jnanabharathi Ward,Closed,Cleared,Vijaya Raghav/JHI,sweeping done
20671609,veterinary,Animal Cruelty/Ill-Treated / Abused,2025-02-14 12:23:00.000000000,Mangammanapalya,Closed,Councilling,Krishnaiah/VI,animal crueltyilltreated abused
20671608,Electrical,Street Light Not Working,2025-02-14 12:22:00.000000000,Ejipura,Closed,ATTENDED,Jnanesh/AEE,street light working
20671607,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 12:21:00.000000000,Mangammanapalya,Closed,Complete attend  clearing Debrish  Engineering   dep,Honnur Basha Saheb/JHI,garbage dump
20671606,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 12:21:00.000000000,Giri Nagar,Closed,Clear,Smt. Shobha M N/AEE,garbage vehicle arrived
20671605,Electrical,Street Light Not Working,2025-02-14 12:17:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE,street light working
20671604,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 12:17:00.000000000,Hebbal,Closed,Cleard,Rudramuni/AEE,garbage vehicle arrived
20671603,Electrical,Street Light Not Working,2025-02-14 12:17:00.000000000,Yelachenahalli,Closed,Attended,Sandeep/AEE,street light working
20671602,Electrical,Street Light Not Working,2025-02-14 12:15:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE,street light working
20671601,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 12:14:00.000000000,Vishwanathnagenahalli,Closed,Cleared,Manoj kumar J/JHI,garbage dump
20671600,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 12:12:00.000000000,Someshwara,Closed,Cleared,SWM AEE Ward 1 to 4/AEE,sweeping done
20671599,Electrical,Street Light Not Working,2025-02-14 12:12:00.000000000,Dodda Bidarkallu,Closed,Attended,gavisiddaiah/AEE,street light working
20671598,Electrical,Street Lights Switched On During Day Time,2025-02-14 12:12:00.000000000,Chikpete,Closed,Complaints Cleared,Madhu/AEE,street light switched day time
20671597,Electrical,Street Light Not Working,2025-02-14 12:11:00.000000000,Hosakerehalli,Closed,ATTENDED,Umesh/AEE,street light working
20671596,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 12:11:00.000000000,Attiguppe,Closed,Clear,Shobha/AEE,garbage dump
20671595,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 12:10:00.000000000,Hemmigepura,Closed,"It appears that the application you requested has been cancelled. Therefore, you are requested to submit the application again with the correct documentation attached.",Sadanand/ARO,ekhata approval pending aro
20671594,Electrical,Street Light Not Working,2025-02-14 12:10:00.000000000,Begur,Closed,Attended,Sandeep/AEE,street light working
20671593,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 12:10:00.000000000,Hemmigepura,Closed,"It appears that the application you requested has been cancelled. Therefore, you are requested to submit the application again with the correct documentation attached.",Sadanand/ARO,ekhata approval pending aro
20671592,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 12:09:00.000000000,Hemmigepura,Closed,"It appears that the application you requested has been cancelled. Therefore, you are requested to submit the application again with the correct documentation attached.",Sadanand/ARO,ekhata approval pending aro
20671591,Electrical,Street Light Not Working,2025-02-14 12:09:00.000000000,Uttarahalli,Closed,Attended,Sandeep/AEE,street light working
20671590,Electrical,Street Light Not Working,2025-02-14 12:07:00.000000000,Sri Nagar,Closed,ATTENDED,Jnanesh/AEE,street light working
20671589,E khata / Khata services,Other Khata / ekhata issues,2025-02-14 12:06:00.000000000,Sarvagna Nagar,Closed,close,Jayashree/ARO,khata ekhata issue
20671588,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-14 12:05:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI,garbage dumping vacant site
20671587,veterinary,Stray dog related complaints,2025-02-14 12:01:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671586,veterinary,Stray dog related complaints,2025-02-14 12:01:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671585,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 12:01:00.000000000,Hongasandra,Closed,Solved,Ramesh Deva/AEE,debris removal construction material
20671584,Electrical,Street Light Not Working,2025-02-14 12:01:00.000000000,Rajamahal,Closed,Complaints Cleared,Suresh/AEE,street light working
20671583,Electrical,Street Light Not Working,2025-02-14 12:00:00.000000000,Basavanapura,Closed,Attended,Sachin Malagi/AE,street light working
20671582,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 12:00:00.000000000,Attiguppe,Closed,Clear,Shobha/AEE,garbage dump
20671581,Road Maintenance(Engg),Road side drains,2025-02-14 11:57:00.000000000,Doddanekkundi,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,road side drain
20671580,Electrical,Street Light Not Working,2025-02-14 11:55:00.000000000,Newthippasandra,Closed,Attended,Durga Prasad/AEE,street light working
20671579,Electrical,Street Light Not Working,2025-02-14 11:55:00.000000000,Lakkasandra,Closed,ATTENDED,Jnanesh/AEE,street light working
20671578,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:55:00.000000000,Thanisandra,Closed,Complete attend,JHI Ward 6/JHI,garbage vehicle arrived
20671577,veterinary,Stray dog related complaints,2025-02-14 11:54:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671576,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-02-14 11:54:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,burning garbage open space
20671575,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-02-14 11:54:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,burning garbage open space
20671574,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:54:00.000000000,Rajarajeshwari Nagar,Closed,Cleared,Soumya/JHI,garbage dump
20671573,Electrical,Street Light Not Working,2025-02-14 11:51:00.000000000,Peenya Industrial Area,Closed,Attended,Gurappa Y Doddamani/AEE,street light working
20671572,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:51:00.000000000,Manorayanapalya,Closed,Cleared,Nagendra/JHI,garbage vehicle arrived
20671571,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 11:50:00.000000000,Hongasandra,Closed,Solved,Ramesh Deva/AEE,debris removal construction material
20671570,veterinary,Stray cattle related complaints,2025-02-14 11:50:00.000000000,Chikpete,ReOpen,"कम्प्लेन देने के 4 दिन बाद भी कोई एक्शन नहीं हुआ है।
कृपया जल्दी से जल्दी एक्शन लें। इधर बहुत सारी गंदगी हो रही है।
आपका कोई भी आदमी इधर आके साइट विजिट नहीं किया है।",Dr.Amruthesh/ADAH,stray cattle related complaint
20671569,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:48:00.000000000,Manorayanapalya,Closed,Cleared,Nagendra/JHI,garbage vehicle arrived
20671568,Electrical,Street Light Not Working,2025-02-14 11:44:00.000000000,Ullalu,Closed,Attended,gavisiddaiah/AEE,street light working
20671567,veterinary,Stray dog related complaints,2025-02-14 11:41:00.000000000,Bellandur,Closed,A,Dr Rudresh kumar K L/ADAH,stray dog related complaint
20671566,veterinary,Stray dog related complaints,2025-02-14 11:41:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671565,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:41:00.000000000,Dharmarayaswamy Temple Ward,Closed,cleard,Nagaraju/JHI,garbage dump
20671564,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-02-14 11:41:00.000000000,Bellandur,Closed,Cleared,Harish V/JHI,garbage dumping vacant site
20671563,Electrical,Street Light Not Working,2025-02-14 11:40:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE,street light working
20671562,Electrical,Street Light Not Working,2025-02-14 11:40:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE,street light working
20671561,Electrical,Street Light Not Working,2025-02-14 11:40:00.000000000,Thanisandra,Closed,Resolved,Yelahanka AEE Electrical/AEE,street light working
20671560,Electrical,Street Light Not Working,2025-02-14 11:40:00.000000000,Azad Nagar,Closed,Complaints Cleared,Madhu/AEE,street light working
20671559,Electrical,Street Light Not Working,2025-02-14 11:39:00.000000000,Anjanapur,Closed,It belongs to BDA layout and kindly contact BDA engineer,Ramesh/JE,street light working
20671558,veterinary,Stray dog related complaints,2025-02-14 11:38:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671557,Electrical,Street Light Not Working,2025-02-14 11:37:00.000000000,Hebbal,Closed,Attended,Sandeep Singh/AEE,street light working
20671556,veterinary,Animal birth control/neutering of stray dogs,2025-02-14 11:36:00.000000000,Attiguppe,Closed,Complaint resolved.,Hanumantha raju/VI,animal birth controlneutering stray dog
20671555,Road Maintenance(Engg),Road side drains,2025-02-14 11:35:00.000000000,Laggere,Closed,Once tender is finalized work will start,Geethanjali /AE,road side drain
20671554,veterinary,Animal birth control/neutering of stray dogs,2025-02-14 11:34:00.000000000,Ramamurthy Nagar,ReOpen,The team did not sterilize the fog for whom the issue was raised,Dr Vivek K Bidarkar/ADAH,animal birth controlneutering stray dog
20671553,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:33:00.000000000,Yelachenahalli,Closed,Clear,Santhos/JHI,garbage vehicle arrived
20671552,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:32:00.000000000,Yelachenahalli,Closed,Clear,Santhos/JHI,sweeping done
20671551,Road Maintenance(Engg),Road side drains,2025-02-14 11:31:00.000000000,Hemmigepura,Closed,Complaint has been resolved,Thimmaiya /AE,road side drain
20671550,Electrical,Street Light Not Working,2025-02-14 11:30:00.000000000,Agaram,Closed,Attended,Durga Prasad/AEE,street light working
20671549,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 11:29:00.000000000,Jayangar,Closed,resolved,Santhos Kumar/ARO,ekhata approval pending aro
20671548,veterinary,Stray dog related complaints,2025-02-14 11:29:00.000000000,Uttarahalli,Closed,"For barking, crying, chasing - nothing can be done since it is a natural instinct of a dog.
As long as dogs are there in the area above problems will persist. Sterilisation and Immunisation of street dogs will be done by BBMP.",Uday Kulkarni/VI,stray dog related complaint
20671547,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:27:00.000000000,BTM Layout,Closed,Cleared,Santoshkumar/AEE,garbage vehicle arrived
20671546,Electrical,Street Light Not Working,2025-02-14 11:27:00.000000000,Hampi Nagar,Closed,ATTENDED,Umesh/AEE,street light working
20671545,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:26:00.000000000,Hoodi,Closed,Cleared,Veerappan/JHI,garbage vehicle arrived
20671544,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:25:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI,garbage dump
20671543,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:24:00.000000000,Vidyaranyapura,Closed,Resolved,JHI Ward 9/JHI,garbage dump
20671542,Electrical,Street Light Not Working,2025-02-14 11:21:00.000000000,Hampi Nagar,Closed,ATTENDED,Umesh/AEE,street light working
20671541,Road Maintenance(Engg),footpath encroachment,2025-02-14 11:20:00.000000000,Thanisandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,footpath encroachment
20671540,Road Maintenance(Engg),footpath encroachment,2025-02-14 11:20:00.000000000,Thanisandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,footpath encroachment
20671539,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 11:19:00.000000000,Yelachenahalli,Closed,Yes,Fathima/RO,ekhata approval pending aro
20671538,Road Maintenance(Engg),Footpath,2025-02-14 11:19:00.000000000,Singasandra,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,footpath
20671537,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:19:00.000000000,Manorayanapalya,Closed,Cleared,Nagendra/JHI,garbage vehicle arrived
20671536,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 11:17:00.000000000,Visvesvarapuram,Closed,Attended,Pradeep/AEE,debris removal construction material
20671535,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:16:00.000000000,Katriguppe,Closed,Clear,Smt. Shobha M N/AEE,sweeping done
20671534,Electrical,Street Light Not Working,2025-02-14 11:16:00.000000000,Hampi Nagar,Closed,ATTENDED,Umesh/AEE,street light working
20671533,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:15:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI,garbage vehicle arrived
20671532,Road Maintenance(Engg),footpath encroachment,2025-02-14 11:15:00.000000000,Varthur,ReOpen,\N,Yadu Krishna/AEE,footpath encroachment
20671531,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:15:00.000000000,Kodigehalli,Closed,Complaint attended,JHI Ward 8/JHI,sweeping done
20671530,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:14:00.000000000,J.P.Nagar,Closed,Clear,Kalyan Mohan/JHI,garbage dump
20671529,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:14:00.000000000,Herohalli,Closed,Sweeping work ongoing sir,Hanumesh/JHI,sweeping done
20671528,veterinary,Stray dog related complaints,2025-02-14 11:13:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671527,Solid Waste (Garbage) Related,Complaint against SW collector/ SWM official for violation of SWM Rules,2025-02-14 11:13:00.000000000,Hoysala Nagar,ReOpen,The issue is not closed,Prasanna/AEE,complaint sw collector swm official violation swm rule
20671526,Electrical,Street Light Not Working,2025-02-14 11:13:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE,street light working
20671525,Electrical,Street Light Not Working,2025-02-14 11:11:00.000000000,Marathalli,Closed,Attended,Sachin Malagi/AE,street light working
20671524,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:11:00.000000000,Chikpete,Closed,AT's door to door,Somashekar /JHI,garbage vehicle arrived
20671523,Road Maintenance(Engg),Debris Removal / Construction Material,2025-02-14 11:09:00.000000000,A.Narayanapura,Closed,Resolved,Vijay Kumar /AEE,debris removal construction material
20671522,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:09:00.000000000,Hebbal,Closed,Cleard,Rudramuni/AEE,sweeping done
20671521,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 11:08:00.000000000,Pattabhiram Nagar,Closed,Complaint Cleared,Manjunath A C/JHI,garbage vehicle arrived
20671520,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:08:00.000000000,Hebbal,Closed,Cleard,Rudramuni/AEE,sweeping done
20671519,Solid Waste (Garbage) Related,Garbage nuisance while transporting,2025-02-14 11:06:00.000000000,Agrahara Dasarahalli,Closed,Clear,Ranganath/JHI,garbage nuisance transporting
20671518,Road Maintenance(Engg),Road side drains,2025-02-14 11:06:00.000000000,A.Narayanapura,Closed,Work as clear,G.D SOMAIAH/AE,road side drain
20671517,Road Maintenance(Engg),Road cutting,2025-02-14 11:06:00.000000000,Hebbal,Closed,Resolved and Closed,Madhav rao/AEE,road cutting
20671516,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 11:05:00.000000000,Giri Nagar,Closed,Clear,Smt. Shobha M N/AEE,sweeping done
20671515,E khata / Khata services,ekhata approval pending with ARO,2025-02-14 11:05:00.000000000,Chokkasandra,Closed,Already moved for mutation,MAHADEVAPPA/ARO,ekhata approval pending aro
20671514,Road Maintenance(Engg),Potholes,2025-02-14 11:04:00.000000000,Begur,ReOpen,Still not issue resolved,Nilkanthaya/AEE,pothole
20671513,Electrical,Street Light Not Working,2025-02-14 11:03:00.000000000,Hongasandra,Closed,Attended,Sandeep/AEE,street light working
20671512,Electrical,Street Light Not Working,2025-02-14 11:03:00.000000000,BTM Layout,Closed,ATTENDED,Jnanesh/AEE,street light working
20671511,Health Dept,Increase in mosquito density,2025-02-14 11:02:00.000000000,Horamavu,Closed,Spraying done,6360640353/MOH,increase mosquito density
20671510,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:01:00.000000000,Chikkalasandra,Closed,Cleared,Anitha/JHI,garbage dump
20671509,Forest,Removal of dead/fallen trees,2025-02-14 11:01:00.000000000,Kumaraswamy Layout,Closed,Resolved,Shivanna T.C/DYRFO,removal deadfallen tree
20671508,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 11:00:00.000000000,Kumaraswamy Layout,Closed,Clear,Bharath B N /JHI,garbage dump
20671507,Road Maintenance(Engg),Road side drains,2025-02-14 10:59:00.000000000,Ramamurthy Nagar,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,road side drain
20671506,Road Infrastructure,Road Infrastructure,2025-02-14 10:59:00.000000000,Kammanahalli,Closed,Attended,Naveen.G/AE,road infrastructure
20671505,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:57:00.000000000,Yelachenahalli,Closed,Clear,Santhos/JHI,garbage vehicle arrived
20671504,Electrical,Street Light Not Working,2025-02-14 10:57:00.000000000,Doddabommasandra,Closed,Resolved,Yelahanka AEE Electrical/AEE,street light working
20671503,veterinary,Mutton/Chicken/fish stall Unhygienic maintenance,2025-02-14 10:57:00.000000000,Sagayapuram,Closed,\N,V Srinivas/VI,muttonchickenfish stall unhygienic maintenance
20671502,veterinary,Stray dog related complaints,2025-02-14 10:53:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671501,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:50:00.000000000,Maruthi Seva Nagar,Closed,Complaint clear,JHI Ward 59/JHI,garbage vehicle arrived
20671500,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 10:49:00.000000000,Kacharakanahalli,Closed,Resolved,JHI Ward 29/JHI,garbage dump
20671499,Others,Others,2025-02-14 10:48:00.000000000,Horamavu,Registered,Forwarded Task,BBMP Whatsapp/Customer Support Representative,others
20671498,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 10:48:00.000000000,Hoysala Nagar,Closed,Cleared,Prasanna/AEE,garbage dump
20671497,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:48:00.000000000,Kumaraswamy Layout,Closed,Clear,Bharath B N /JHI,garbage vehicle arrived
20671496,veterinary,Stray dog related complaints,2025-02-14 10:47:00.000000000,HSR Layout,ReOpen,This complaint was closed on what basis? No action was taken,Sudhir/ADAH,stray dog related complaint
20671495,Road Infrastructure,Road Infrastructure,2025-02-14 10:46:00.000000000,Shiva Nagar,Closed,It's an ongoing project road it will be rectified,Sri.Ravi C Gudadappanvar/AE,road infrastructure
20671494,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 10:46:00.000000000,Jalahalli,Closed,Resolved,Anitha /JHI,sweeping done
20671493,Road Maintenance(Engg),Potholes,2025-02-14 10:45:00.000000000,HSR Layout,Non Relevant,Major road,BBMP Whatsapp/Customer Support Representative,pothole
20671492,Health Dept,Unhygienic premises in Hotel etc,2025-02-14 10:45:00.000000000,Cottonpet,Closed,close,MOH /MOH,unhygienic premise hotel etc
20671491,Road Infrastructure,Road Infrastructure,2025-02-14 10:44:00.000000000,Bellandur,Closed,The complaint has been resolved,K V Prakash/AEE,road infrastructure
20671490,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:42:00.000000000,Someshwara,Closed,Cleared,SWM AEE Ward 1 to 4/AEE,garbage vehicle arrived
20671489,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 10:42:00.000000000,Chikpete,Closed,Clear,Somashekar /JHI,garbage dump
20671488,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:42:00.000000000,Giri Nagar,Closed,Clear,Smt. Shobha M N/AEE,garbage vehicle arrived
20671487,veterinary,Stray dog related complaints,2025-02-14 10:40:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
20671486,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:39:00.000000000,K.R.Puram,Closed,Attend,Jagadish/JHI,garbage vehicle arrived
20671485,Electrical,Street Lights Switched On During Day Time,2025-02-14 10:39:00.000000000,Dharmarayaswamy Temple Ward,Closed,ATTENDED,Jnanesh/AEE,street light switched day time
20671484,Electrical,Street Light Not Working,2025-02-14 10:39:00.000000000,Vidyaranyapura,Closed,Resolved,Yelahanka AEE Electrical/AEE,street light working
20671483,Solid Waste (Garbage) Related,Dead animal(s),2025-02-14 10:37:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI,dead animal
20671482,Forest,obstructions Branches / Trees.,2025-02-14 10:35:00.000000000,Uttarahalli,Registered,Transferred Task,Narendra Babu/RFO,obstruction branch tree
20671481,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-02-14 10:35:00.000000000,Varthur,Closed,Reslov,Balaji S /JHI,burning garbage open space
20671480,Optical Fiber Cables (OFC),Without permission digging of road,2025-02-14 10:35:00.000000000,Vignana Nagar,Closed,attended,Keshav Murthy/JE,without permission digging road
20671479,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-02-14 10:34:00.000000000,Arakere,Closed,Complaint cleared,Keerthi Raj/JHI,garbage vehicle arrived
20671478,Parks and Play grounds,Issues Related to Parks/Medians/Circles/Island.,2025-02-14 10:33:00.000000000,Hebbal,Closed,Resolved,Om Prakash/HS,issue related parksmedianscirclesisland
20671477,Solid Waste (Garbage) Related,Sweeping not done,2025-02-14 10:33:00.000000000,Nagapura,Closed,Resolved,Chaayapathi/JHI,sweeping done
20671476,Parks and Play grounds,Issues Related to Parks/Medians/Circles/Island.,2025-02-14 10:32:00.000000000,Hebbal,Closed,Resolved,Om Prakash/HS,issue related parksmedianscirclesisland
20671475,Parks and Play grounds,Issues Related to Parks/Medians/Circles/Island.,2025-02-14 10:31:00.000000000,Hebbal,Closed,Resolved,Om Prakash/HS,issue related parksmedianscirclesisland
20671474,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 10:31:00.000000000,Padmanabha Nagar,Closed,Clear,Chandan/JHI,garbage dump
20671473,Road Infrastructure,Road Infrastructure,2025-02-14 10:31:00.000000000,Shettyhalli,Registered,1st Assignment Based on Ward Mapping,Sri.Mohammed Likhayath Ali/AE,road infrastructure
20671472,Electrical,Street Light Not Working,2025-02-14 10:31:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE,street light working
20671471,Solid Waste (Garbage) Related,Garbage dump,2025-02-14 10:29:00.000000000,Hosahalli,Closed,Clear,Shobha/AEE,garbage dump
20671470,veterinary,Stray dog related complaints,2025-02-14 10:28:00.000000000,HSR Layout,Closed,Attended the complaint,Sudhir/ADAH,stray dog related complaint
